geno;pheno;nSamples;nCases;nControls;p;beta;lower;upper;se;MedCases;MedControls;Panel
JAK2_mis_VAF05;VCAM1:P19320:OID20396:v1:Cardiometabolic;35587;16;35571;4,98E-05;0,970907167;0,501854247;1,439960087;0,23930893;1,095495088;0,027807935;Cardiometabolic
TET2_VE_mis_VAF05;S100P:P25815:OID20103:v1:Cardiometabolic;34840;347;34493;4,98E-05;-0,210265538;-0,311853013;-0,108678063;0,051829487;-0,094980802;0,020753404;Cardiometabolic
CH_mis_VAF20;TNFSF13B:Q9Y275:OID20272:v1:Cardiometabolic;35882;127;35755;4,99E-05;0,33656447;0,173952008;0,499176932;0,082964253;0,46247317;0,010177422;Cardiometabolic
JAK2_mis;GRAP2:O75791:OID20192:v1:Cardiometabolic;35528;16;35512;5,00E-05;1,004467267;0,51910247;1,489832063;0,247631171;0,498061168;-0,000238045;Cardiometabolic
JAK2_mis_VAF05;GRAP2:O75791:OID20192:v1:Cardiometabolic;35528;16;35512;5,00E-05;1,004467267;0,51910247;1,489832063;0,247631171;0,498061168;-0,000238045;Cardiometabolic
SRSF2_mis_VAF10;HBEGF:Q99075:OID21465:v1:Oncology;35704;17;35687;5,00E-05;-0,964868546;-1,431120065;-0,498617028;0,237879693;-1,194271484;0,015754967;Oncology
GNB1_mis_VAF20;EPO:P01588:OID20522:v1:Inflammation;35445;12;35433;5,07E-05;-1,139249529;-1,690238362;-0,588260695;0,281112268;-1,061044016;-0,02259718;Inflammation
ASXL1_VE_VAF10;EBI3_IL27:Q14213_Q8NEV9:OID21389:v1:Oncology;35758;66;35692;5,26E-05;0,476389641;0,245505008;0,707274273;0,117796439;0,378777035;0,001277524;Oncology
TET2_VE_mis_VAF20;EGLN1:Q9GZT9:OID20572:v1:Inflammation;35445;72;35373;5,28E-05;-0,449031025;-0,666695147;-0,231366903;0,111051352;-0,412794032;-0,007659079;Inflammation
JAK2_mis_VAF10;FCGR3B:O75015:OID20387:v1:Cardiometabolic;35538;14;35524;5,35E-05;1,054093361;0,542750051;1,565436672;0,260885306;1,14735247;-0,000285346;Cardiometabolic
SRSF2_mis_VAF05;KLK1:P06870:OID21499:v1:Oncology;35199;19;35180;5,40E-05;-0,914782433;-1,358809415;-0,470755451;0,226540712;-0,861175643;0,002722493;Oncology
TET2_VE_mis_VAF05;ESM1:Q9NQ30:OID20758:v1:Inflammation;35455;361;35094;5,42E-05;-0,203285315;-0,301979064;-0,104591566;0,050353151;-0,034473779;0,037385672;Inflammation
SF3B1_mis;SOD2:P04179:OID21114:v1:Neurology;35585;21;35564;5,44E-05;-0,871185554;-1,29421796;-0,448153147;0,215829447;-0,747874927;-0,021116339;Neurology
JAK2_mis;WARS:P23381:OID21084:v1:Neurology;35585;15;35570;5,44E-05;0,952955336;0,490193538;1,415717133;0,236099224;0,928059282;0,00159312;Neurology
JAK2_mis_VAF05;WARS:P23381:OID21084:v1:Neurology;35585;15;35570;5,44E-05;0,952955336;0,490193538;1,415717133;0,236099224;0,928059282;0,00159312;Neurology
CH_VE_VAF10;EDAR:Q9UNE0:OID20525:v1:Inflammation;35445;467;34978;5,46E-05;0,18726873;0,096311639;0,27822582;0,046405939;0,111825036;0,003340382;Inflammation
CH_mis_VAF20;PGLYRP1:O75594:OID20338:v1:Cardiometabolic;35757;127;35630;5,47E-05;0,342680432;0,17622943;0,509131434;0,084922651;0,337933981;0,042283435;Cardiometabolic
CH_VE_mis_VAF05;NID1:P14543:OID20362:v1:Cardiometabolic;35522;1451;34071;5,48E-05;-0,10599179;-0,157482734;-0,054500846;0,026270473;-0,046200988;-0,00204525;Cardiometabolic
TET2_VE_mis_VAF10;PDCD1LG2:Q9BQ51:OID21273:v1:Oncology;35344;199;35145;5,53E-05;0,281713874;0,144786446;0,418641302;0,069859812;0,410391179;-0,000502837;Oncology
ASXL1_VE_VAF05;TIMD4:Q96H15:OID20375:v1:Cardiometabolic;35661;138;35523;5,53E-05;0,329895753;0,169539334;0,490252171;0,081813211;0,37571963;0;Cardiometabolic
JAK2_mis_VAF20;FGF2:P09038:OID20503:v1:Inflammation;35445;4;35441;5,54E-05;1,983817678;1,019456184;2,948179172;0,492013324;1,658465703;0,021594822;Inflammation
CH_VE_mis_VAF10;SIGLEC10:Q96LC7:OID20537:v1:Inflammation;35445;772;34673;5,56E-05;0,140558314;0,072215428;0,208901199;0,034868263;0,284130279;0,012192674;Inflammation
ASXL1_VE_VAF20;FLT3LG:P49771:OID20661:v1:Inflammation;35880;25;35855;5,65E-05;-0,760787737;-1,131031072;-0,390544402;0,188896727;-0,392894247;0,012664552;Inflammation
TET2_VE_mis_VAF10;RETN:Q9HD89:OID20327:v1:Cardiometabolic;35441;195;35246;5,69E-05;-0,274353821;-0,40792346;-0,140784182;0,068146688;-0,173174958;0,025543942;Cardiometabolic
CH_VE_mis_VAF20;TPSAB1:Q15661:OID20642:v1:Inflammation;35814;280;35534;5,74E-05;0,239226043;0,122695468;0,355756618;0,059453448;0,34901567;0,012613973;Inflammation
TET2_mis_VAF20;GMPR:P36959:OID20641:v1:Inflammation;35880;14;35866;5,85E-05;-1,027218632;-1,52817542;-0,526261844;0,255586228;-1,05915425;0,000400916;Inflammation
TET2_VE_mis_VAF10;EGLN1:Q9GZT9:OID20572:v1:Inflammation;35445;204;35241;5,86E-05;-0,265878876;-0,395554444;-0,136203308;0,066159949;-0,131804969;-0,007659079;Inflammation
CH_VE_mis_VAF05;PSPN:O60542:OID20511:v1:Inflammation;35445;1453;33992;5,98E-05;0,077922815;0,039873766;0,115971863;0,01941247;0,053590954;0,003340382;Inflammation
CH_VE_mis_VAF05;PDGFB:P01127:OID20741:v1:Inflammation;35657;1449;34208;6,01E-05;-0,107539066;-0,160066447;-0,055011685;0,026799262;-0,07329673;0,016925869;Inflammation
TET2_VE_mis;CRH:P06850:OID21257:v1:Oncology;34628;389;34239;6,02E-05;-0,198709565;-0,29577075;-0,101648379;0,049520183;-0,187596521;0,024151399;Oncology
JAK2_mis;CD69:Q07108:OID20206:v1:Cardiometabolic;35335;16;35319;6,07E-05;0,993428926;0,507932658;1,478925195;0,247698201;0,429529081;-0,002080718;Cardiometabolic
JAK2_mis_VAF05;CD69:Q07108:OID20206:v1:Cardiometabolic;35335;16;35319;6,07E-05;0,993428926;0,507932658;1,478925195;0,247698201;0,429529081;-0,002080718;Cardiometabolic
TET2_VE_VAF20;NID1:P14543:OID20362:v1:Cardiometabolic;35522;56;35466;6,09E-05;-0,520539979;-0,7749784;-0,266101557;0,12981346;-0,55335123;-0,00204525;Cardiometabolic
CH_mis;ANGPT1:Q15389:OID20740:v1:Inflammation;35219;759;34460;6,17E-05;-0,146377598;-0,217980959;-0,074774237;0,036531737;-0,105141798;0,00825581;Inflammation
CH_VE_VAF20;LCN2:P80188:OID20392:v1:Cardiometabolic;34439;156;34283;6,22E-05;-0,299597536;-0,446230676;-0,152964396;0,074811558;0,04538053;0,044434763;Cardiometabolic
CH_VE_VAF10;ITGAM:P11215:OID21071:v1:Neurology;35585;468;35117;6,24E-05;0,178780102;0,091268489;0,266291714;0,044648076;0,161991225;-0,028109172;Neurology
SRSF2_mis_VAF10;EBAG9:O00559:OID20918:v1:Neurology;35323;17;35306;6,26E-05;0,956857301;0,488379822;1,425334779;0,239015281;1,076983393;0,002874621;Neurology
JAK2_mis_VAF10;MMP1:P03956:OID20672:v1:Inflammation;34067;10;34057;6,39E-05;1,24894756;0,636734585;1,861160536;0,312348144;1,289141722;0,019692314;Inflammation
TET2_VE_mis_VAF05;SIGLEC7:Q9Y286:OID20190:v1:Cardiometabolic;35528;355;35173;6,40E-05;0,195856764;0,099836346;0,291877183;0,048989232;0,358964996;0,020401906;Cardiometabolic
CH_VE_mis_VAF20;CCL22:O00626:OID20765:v1:Inflammation;35135;280;34855;6,44E-05;0,227333475;0,115845074;0,338821875;0,056880913;0,230217413;0,001878086;Inflammation
ASXL1_VE_VAF20;PAPPA:Q13219:OID20421:v1:Inflammation;34873;25;34848;6,44E-05;0,745226785;0,379748547;1,110705022;0,18646541;0,836948039;0,018478842;Inflammation
TET2_VE_mis_VAF20;LILRA5:A6NI73:OID20209:v1:Cardiometabolic;35459;69;35390;6,49E-05;0,442421941;0,225352356;0,659491527;0,110748024;0,570040143;-0,011657955;Cardiometabolic
TET2_VE_mis_VAF10;S100A12:P80511:OID21374:v1:Oncology;35038;199;34839;6,49E-05;-0,274653844;-0,409414348;-0,13989334;0,068754235;-0,211148096;0,005436694;Oncology
MPL_mis;ICAM2:P13598:OID20248:v1:Cardiometabolic;35953;5;35948;6,60E-05;1,772756334;0,902066451;2,643446217;0,444222663;1,427151266;-0,000729147;Cardiometabolic
JAK2_mis_VAF10;APBB1IP:Q7Z5R6:OID21359:v1:Oncology;35344;12;35332;6,63E-05;1,08950587;0,554249254;1,624762486;0,273085729;1,184783806;-0,00414243;Oncology
CH_VE_mis_VAF05;THPO:P40225:OID20098:v1:Cardiometabolic;34840;1421;33419;6,79E-05;-0,106977759;-0,159608268;-0,054347251;0,026851856;-0,085755121;0,002569749;Cardiometabolic
SF3B1_mis_VAF10;PRDX6:P30041:OID21404:v1:Oncology;35820;12;35808;6,82E-05;-1,091231347;-1,628254612;-0,554208083;0,27398719;-1,355663204;-0,000779597;Oncology
TET2_VE_mis;SIGLEC7:Q9Y286:OID20190:v1:Cardiometabolic;35528;397;35131;7,00E-05;0,184254737;0,093436956;0,275072517;0,046334867;0,323538;0,020259049;Cardiometabolic
TET2_mis_VAF05;INPP1:P49441:OID21345:v1:Oncology;35344;114;35230;7,04E-05;-0,362875537;-0,541784876;-0,183966197;0,091278811;-0,255729551;0,016690171;Oncology
TET2_VE;LILRB1:Q8NHL6:OID20323:v1:Cardiometabolic;35953;275;35678;7,09E-05;0,228481885;0,115779372;0,341184398;0,057500393;0,23041013;-0,022029068;Cardiometabolic
JAK2_mis_VAF10;STK4:Q13043:OID20140:v1:Cardiometabolic;35528;14;35514;7,19E-05;1,053424599;0,533401844;1,573447354;0,265313522;0,355558338;-0,001214032;Cardiometabolic
SF3B1_mis_VAF10;ANGPT1:Q15389:OID20740:v1:Inflammation;35219;12;35207;7,19E-05;-1,136851985;-1,698063689;-0,575640281;0,286327874;-0,954715212;-0,001439951;Inflammation
DNMT3A_VE_mis_VAF20;FLT3LG:P49771:OID20661:v1:Inflammation;35880;147;35733;7,28E-05;-0,3106166;-0,464066285;-0,157166915;0,07828944;-0,173089005;0,012782478;Inflammation
BRAF_mis_VAF10;CD1C:P29017:OID21483:v1:Oncology;35644;3;35641;7,33E-05;2,17445333;1,099784774;3,249121887;0,548291645;1,529910659;-0,014703983;Oncology
BRAF_mis_VAF20;CD1C:P29017:OID21483:v1:Oncology;35644;3;35641;7,33E-05;2,17445333;1,099784774;3,249121887;0,548291645;1,529910659;-0,014703983;Oncology
SRSF2_mis_VAF10;CCL7:P80098:OID20523:v1:Inflammation;35445;17;35428;7,39E-05;0,887736931;0,448771427;1,326702436;0,22395842;1,22248802;-0,032096978;Inflammation
TET2_mis;INPP1:P49441:OID21345:v1:Oncology;35344;137;35207;7,39E-05;-0,330143073;-0,493397314;-0,166888832;0,083291644;-0,216118628;0,016690171;Oncology
TET2_VE_VAF10;HBEGF:Q99075:OID21465:v1:Oncology;35704;148;35556;7,41E-05;-0,320344458;-0,478777615;-0,161911301;0,080831974;-0,349735058;0,016844884;Oncology
CH_VE_mis_VAF10;TCL1A:P56279:OID20987:v1:Neurology;35265;766;34499;7,42E-05;-0,139080077;-0,207870061;-0,070290093;0,035096365;-0,099978591;-0,038154067;Neurology
PRPF8_mis;REG4:Q9BYZ8:OID20784:v1:Inflammation;35523;3;35520;7,46E-05;-2,122423682;-3,172498096;-1,072349267;0,535743749;-1,911630615;0,016170437;Inflammation
PRPF8_mis_VAF05;REG4:Q9BYZ8:OID20784:v1:Inflammation;35523;3;35520;7,46E-05;-2,122423682;-3,172498096;-1,072349267;0,535743749;-1,911630615;0,016170437;Inflammation
IDH2_mis_VAF05;IL6:P05231:OID21276:v1:Oncology;35344;5;35339;7,51E-05;1,566027641;0,790908796;2,341146485;0,395462454;1,633567062;0,00129301;Oncology
IDH2_mis_VAF10;IL6:P05231:OID21276:v1:Oncology;35344;5;35339;7,51E-05;1,566027641;0,790908796;2,341146485;0,395462454;1,633567062;0,00129301;Oncology
CH_VE_VAF10;TNFSF13B:Q9Y275:OID20272:v1:Cardiometabolic;35882;464;35418;7,65E-05;0,172613746;0,087079316;0,258148175;0,043639337;0,295067381;0,008575378;Cardiometabolic
SF3B1_mis;CPXM1:Q96SM3:OID21479:v1:Oncology;35644;21;35623;7,66E-05;-0,875323963;-1,309086174;-0,441561752;0,221303764;-0,739810405;0,002019054;Oncology
TET2_VE_mis;ESM1:Q9NQ30:OID20758:v1:Inflammation;35455;404;35051;7,67E-05;-0,188283153;-0,281590916;-0,09497539;0,047605243;-0,00510447;0,037027636;Inflammation
CH_VE_VAF20;SIGLEC7:Q9Y286:OID20190:v1:Cardiometabolic;35528;160;35368;7,69E-05;0,286622449;0,144556452;0,428688447;0,072481502;0,502308831;0,021068576;Cardiometabolic
TET2_VE_VAF20;LILRB2:Q8N423:OID20301:v1:Cardiometabolic;35757;56;35701;7,73E-05;0,509790256;0,257027485;0,762553027;0,128958579;0,517919182;0,016683521;Cardiometabolic
SF3B1_mis_VAF10;ANGPTL7:O43827:OID21412:v1:Oncology;35820;12;35808;7,74E-05;-1,100713654;-1,64653077;-0,554896538;0,278473779;-0,5346422;0,022279428;Oncology
CH_VE;CCL5:P13501:OID20412:v1:Cardiometabolic;35661;1024;34637;7,78E-05;-0,124596999;-0,1863987;-0,062795297;0,031530984;-0,065572672;0,000355602;Cardiometabolic
DNMT3A_VE_mis_VAF05;FLT3LG:P49771:OID20661:v1:Inflammation;35880;852;35028;7,80E-05;-0,130157063;-0,194728288;-0,065585837;0,032943991;0,023526517;0,011791906;Inflammation
TET2_VE_mis_VAF10;DEFA1_DEFA1B:P59665:OID20344:v1:Cardiometabolic;34834;196;34638;7,86E-05;-0,271103421;-0,405653636;-0,136553205;0,068646933;-0,085022668;0,031969191;Cardiometabolic
SRSF2_mis_VAF10;KLK1:P06870:OID21499:v1:Oncology;35199;16;35183;7,86E-05;-0,974774311;-1,458585716;-0,490962906;0,246838558;-0,956949985;0,002722493;Oncology
CH_VE_VAF10;CD300LF:Q8TDQ1:OID21469:v1:Oncology;35820;467;35353;7,94E-05;0,172354037;0,086756532;0,257951543;0,043671516;0,308067676;0,043718623;Oncology
CH_VE;DDAH1:O94760:OID21299:v1:Oncology;35344;1021;34323;7,95E-05;0,120912262;0,060859834;0,180964689;0,030638502;0,178735882;0,005818574;Oncology
SRSF2_mis;TMPRSS15:P98073:OID21364:v1:Oncology;35344;23;35321;8,00E-05;-0,808330788;-1,209953777;-0,406707799;0,204906401;-0,868529827;0,001987404;Oncology
CH_VE_VAF05;CCL5:P13501:OID20412:v1:Cardiometabolic;35661;870;34791;8,04E-05;-0,134635418;-0,201549687;-0,067721148;0,034139396;-0,06860212;0,000355602;Cardiometabolic
SRSF2_mis_VAF20;CD300LF:Q8TDQ1:OID21469:v1:Oncology;35820;14;35806;8,07E-05;0,983325841;0,494497147;1,472154536;0,249398507;1,614115703;0,046698312;Oncology
CH_VE_mis_VAF05;CRH:P06850:OID21257:v1:Oncology;34628;1418;33210;8,16E-05;-0,104287203;-0,156166862;-0,052407545;0,02646877;-0,139793275;0,027827498;Oncology
SF3B1_mis_VAF05;CPXM1:Q96SM3:OID21479:v1:Oncology;35644;20;35624;8,17E-05;-0,894555666;-1,339595001;-0,449516331;0,227057308;-0,754093952;0,002019054;Oncology
IDH2_mis;LILRA2:Q8N149:OID21152:v1:Neurology;35585;6;35579;8,31E-05;1,481166716;0,743521176;2,218812257;0,376343814;1,758774037;0,022519569;Neurology
CH_VE_mis_VAF10;IFNLR1:Q8IU57:OID20506:v1:Inflammation;35445;772;34673;8,41E-05;0,136095561;0,068271611;0,203919512;0,034603505;0,115223061;0,002385985;Inflammation
SF3B1_mis_VAF05;BGN:P21810:OID21198:v1:Oncology;34628;20;34608;8,41E-05;0,863431637;0,433121927;1,293741347;0,219542092;0,782766174;-0,023211056;Oncology
JAK2_mis_VAF10;AHCY:P23526:OID20199:v1:Cardiometabolic;35528;14;35514;8,43E-05;1,023230027;0,513214473;1,533245581;0,260207888;0,645801013;-0,001404468;Cardiometabolic
TET2_VE_VAF10;APP:P05067:OID21070:v1:Neurology;35585;147;35438;8,43E-05;-0,320847105;-0,48077251;-0,160921699;0,081593304;-0,278450382;-0,002667023;Neurology
CH_VE_mis_VAF05;LAMA4:Q16363:OID20769:v1:Inflammation;35657;1449;34208;8,47E-05;-0,104388983;-0,156436237;-0,052341729;0,026554303;-0,03846474;0,000284854;Inflammation
SRSF2_mis_VAF05;LILRA2:Q8N149:OID21152:v1:Neurology;35585;20;35565;8,55E-05;0,810278724;0,4060448;1,214512649;0,206238537;0,870196384;0,022186596;Neurology
TET2_VE_mis_VAF20;IL1R2:P27930:OID20757:v1:Inflammation;35395;71;35324;8,56E-05;0,446195414;0,223584715;0,668806113;0,113575071;0,406647381;0,005016601;Inflammation
CH_VE_mis_VAF20;FABP5:Q01469:OID21043:v1:Neurology;35731;282;35449;8,58E-05;0,226314728;0,113383738;0,339245717;0,057616949;0,29860205;0,005181137;Neurology
CH_VE_mis_VAF10;FASLG:P48023:OID20665:v1:Inflammation;35880;774;35106;8,60E-05;0,134305497;0,067278076;0,201332919;0,034197133;0,011567881;0,021792662;Inflammation
SF3B1_mis_VAF05;EGF:P01133:OID20698:v1:Inflammation;35365;20;35345;8,60E-05;-0,899414358;-1,348284956;-0,45054376;0,229011942;-0,963582269;0,001196066;Inflammation
CH_VE_VAF10;IFNLR1:Q8IU57:OID20506:v1:Inflammation;35445;467;34978;8,76E-05;0,173449408;0,0867884;0,260110417;0,044214095;0,192611757;0,002385985;Inflammation
DNMT3A_VE_mis;MMP1:P03956:OID20672:v1:Inflammation;34067;1011;33056;8,77E-05;-0,124475256;-0,186668021;-0,062282491;0,031730452;-0,091392698;0,023893411;Inflammation
TET2_VE_mis_VAF10;CXCL12:P48061:OID20464:v1:Inflammation;34873;189;34684;8,90E-05;-0,276417191;-0,414657386;-0,138176996;0,070529547;-0,123490326;0,020300254;Inflammation
ASXL1_VE_VAF10;TNFSF14:O43557:OID20953:v1:Neurology;35323;68;35255;8,97E-05;0,466820513;0,233253083;0,700387943;0,119165141;0,531411692;0,012073684;Neurology
CH_VE_mis_VAF10;LILRB1:Q8NHL6:OID20323:v1:Cardiometabolic;35953;774;35179;8,98E-05;0,135457627;0,06767554;0,203239714;0,034582162;0,138378472;-0,023052486;Cardiometabolic
CH_mis_VAF05;THPO:P40225:OID20098:v1:Cardiometabolic;34840;618;34222;9,00E-05;-0,156951504;-0,235500114;-0,078402894;0,040075159;-0,112298348;0,002569749;Cardiometabolic
CH_VE_VAF05;NID1:P14543:OID20362:v1:Cardiometabolic;35522;869;34653;9,01E-05;-0,13159181;-0,197449261;-0,065734359;0,033600207;-0,039345503;-0,00204525;Cardiometabolic
ASXL1_VE_VAF20;CEACAM21:Q3KPI0:OID20548:v1:Inflammation;35445;25;35420;9,05E-05;0,77311374;0,386073763;1,160153716;0,197466227;0,729031768;-0,021570957;Inflammation
TET2_VE_VAF05;COL1A1:P02452:OID20335:v1:Cardiometabolic;35953;250;35703;9,10E-05;-0,245694272;-0,368734548;-0,122653996;0,06277468;-0,31277387;0,001270127;Cardiometabolic
TET2_VE_mis_VAF20;CD207:Q9UJ71:OID21298:v1:Oncology;34733;70;34663;9,20E-05;0,455699311;0,227334529;0,684064092;0,116510704;0,401878547;0,017585567;Oncology
SF3B1_mis_VAF05;SOD2:P04179:OID21114:v1:Neurology;35585;20;35565;9,24E-05;-0,865895976;-1,299932018;-0,431859933;0,221443459;-0,624979767;-0,021116339;Neurology
CH_mis_VAF05;APP:P05067:OID21070:v1:Neurology;35585;627;34958;9,33E-05;-0,156199632;-0,234541296;-0,077857969;0,039969604;-0,123256249;0,007381998;Neurology
SF3B1_mis;EPO:P01588:OID20522:v1:Inflammation;35445;21;35424;9,33E-05;0,850691603;0,424005903;1,277377303;0,217693314;0,850496829;-0,023408628;Inflammation
CH_VE_VAF20;CR2:P20023:OID20393:v1:Cardiometabolic;35661;159;35502;9,35E-05;0,302770585;0,150893964;0,454647206;0,077486852;0,249098683;-0,012801796;Cardiometabolic
CH_VE_VAF10;KLRB1:Q12918:OID20629:v1:Inflammation;35880;471;35409;9,42E-05;0,171950889;0,08565254;0,258249237;0,044029086;0,254593097;0,034414777;Inflammation
SF3B1_mis;SPARC:P09486:OID21511:v1:Oncology;35644;21;35623;9,44E-05;-0,863154519;-1,296394308;-0,42991473;0,221037226;-0,86621598;0,007648721;Oncology
SRSF2_mis_VAF20;GCNT1:Q02742:OID21379:v1:Oncology;35344;14;35330;9,47E-05;0,995655926;0,495816478;1,495495375;0,255016035;1,126312209;0,033217288;Oncology
TET2_VE_mis_VAF10;NID1:P14543:OID20362:v1:Cardiometabolic;35522;201;35321;9,48E-05;-0,268311561;-0,403019787;-0,133603336;0,068727595;-0,207915702;-0,00204525;Cardiometabolic
CH_VE_VAF05;PSPN:O60542:OID20511:v1:Inflammation;35445;871;34574;9,52E-05;0,096832348;0,048203684;0,145461013;0,024810147;0,088851468;0,003340382;Inflammation
SF3B1_mis_VAF05;CCN2:P29279:OID20709:v1:Inflammation;35459;20;35439;9,55E-05;-0,885957567;-1,330958758;-0,440956375;0,227037807;-0,440540636;0,012594006;Inflammation
CH_VE_mis_VAF20;CA1:P00915:OID20409:v1:Cardiometabolic;34671;271;34400;9,56E-05;-0,228546493;-0,343352396;-0,113740589;0,058573461;-0,250162953;-0,00026752;Cardiometabolic
CH_VE;SIGLEC6:O43699:OID21394:v1:Oncology;35820;1035;34785;9,63E-05;0,121408109;0,060395804;0,182420414;0,031128242;0,143320834;0,000236242;Oncology
SF3B1_mis;BGN:P21810:OID21198:v1:Oncology;34628;21;34607;9,66E-05;0,834421922;0,415014262;1,253829581;0,213979914;0,749112021;-0,023247692;Oncology
SF3B1_mis_VAF10;TNFRSF10C:O14798:OID20265:v1:Cardiometabolic;35566;11;35555;9,71E-05;1,161790809;0,577651349;1,745930269;0,298025618;1,73288543;-0,00800185;Cardiometabolic
SF3B1_mis;CCN2:P29279:OID20709:v1:Inflammation;35459;21;35438;9,75E-05;-0,862405702;-1,296131564;-0,42867984;0,221285179;-0,397400777;0,012594006;Inflammation
JAK2_mis_VAF10;WARS:P23381:OID21084:v1:Neurology;35585;13;35572;9,78E-05;0,988197647;0,491111412;1,485283881;0,253611415;0,928059282;0,00159312;Neurology
SRSF2_mis;LILRA2:Q8N149:OID21152:v1:Neurology;35585;23;35562;9,82E-05;0,749160576;0,372208654;1,126112497;0,192319367;0,642806721;0,022055785;Neurology
SUZ12_VE_VAF05;FLT3:P36888:OID21272:v1:Oncology;34690;6;34684;9,84E-05;1,54305195;0,766558794;2,319545107;0,396163364;1,364059096;-0,010141515;Oncology
CH_mis_VAF20;TNFRSF1A:P19438:OID21155:v1:Neurology;35585;128;35457;9,87E-05;0,300088042;0,149043892;0,451132192;0,077062123;0,382138432;0,027276627;Neurology
TET2_VE_VAF10;NID1:P14543:OID20362:v1:Cardiometabolic;35522;145;35377;9,89E-05;-0,314735568;-0,473164481;-0,156306654;0,080829795;-0,217451515;-0,00204525;Cardiometabolic
JAK2_mis_VAF10;GP6:Q9HCN6:OID21091:v1:Neurology;35518;13;35505;9,91E-05;1,072324348;0,53245091;1,612197786;0,275441258;0,566361599;0,002572163;Neurology
CH_mis_VAF10;AXL:P30530:OID20363:v1:Cardiometabolic;35661;332;35329;9,96E-05;0,208022026;0,103262424;0,312781627;0,053447935;0,182903086;-0,002560292;Cardiometabolic
